3.392,0.10
4.805,-0.11
4.946,-0.22
5.193,-0.28
5.441,-0.31
5.865,-0.46
6.006,-0.56
7.458,-0.71
7.584,-0.78
7.710,-0.73
7.857,-0.50
8.027,0.04
8.311,-0.72
8.541,-0.19
8.656,-0.57
8.770,-0.58
8.885,-0.72
9.000,-1.42
9.423,-0.02
9.953,0.16
10.482,0.13
11.012,0.40
11.541,1.12
12.071,1.35
12.600,1.28
13.130,0.88
13.659,1.69
14.189,2.27
14.718,2.45
15.248,2.61
15.777,2.14
17.366,2.40
17.895,2.63
18.425,2.76
18.954,2.73
19.484,3.51
20.013,3.40
20.543,3.25
21.072,3.36
21.602,3.26
22.131,3.00
23.190,2.86
23.720,3.30
24.249,1.96
24.779,2.94
25.308,3.15
25.933,3.53
27.183,2.72
28.433,1.58
28.768,1.03
30.777,2.76
31.279,2.79
31.781,3.02
32.283,2.50
32.785,2.63
33.288,2.43
33.790,2.65
35.799,2.28
36.301,1.48
36.803,1.89
37.305,2.38
38.242,1.77
38.676,1.73
39.544,2.03
39.978,1.28
40.412,1.73
40.879,2.06
42.747,0.86
43.214,1.59
43.680,1.94
46.015,1.74
47.977,1.25
52.000,0.31
52.966,0.42
53.449,1.06
54.898,1.70
55.381,1.12
55.932,1.04
56.483,1.05
57.035,1.25
57.586,0.79
58.137,1.41
58.688,1.56
59.239,1.74
59.790,1.89
60.342,1.83
60.893,1.67
61.444,1.53
62.546,1.65
63.097,2.08
63.649,1.85
64.200,2.33
66.413,1.85
71.082,2.07
71.725,2.46
73.251,2.24
78.000,0.71
78.255,1.15
78.510,1.11
78.764,1.19
79.019,0.97
79.274,1.02
79.552,0.74
79.830,1.26
80.108,0.74
80.386,0.34
80.664,-0.39
80.966,-0.99
81.294,-1.21
81.622,-1.69
81.949,-0.60
82.291,-0.72
83.657,-0.65
84.000,-0.29
84.454,1.40
84.902,1.14
85.349,1.64
85.796,1.24
86.243,1.24
86.690,1.21
87.138,1.50
87.585,1.31
88.032,1.57
88.479,1.19
88.926,1.22
89.373,1.25
89.820,1.06
90.267,1.47
94.146,0.90
94.667,1.09
94.993,0.79
95.145,0.27
95.297,0.30
95.327,1.54
95.449,0.09
95.821,-0.40
97.240,-0.28
97.713,-0.32
98.186,0.43
99.000,1.66
99.014,-0.03
99.425,0.20
99.430,1.00
99.860,1.05
100.247,-0.79
100.290,0.96
100.658,-0.04
101.069,0.83
101.480,0.70
101.891,0.94
102.302,0.93
102.712,0.50
103.123,-0.46
103.534,0.62
103.945,-0.01
104.057,0.59
104.356,0.68
104.767,0.42
105.178,0.79
106.000,1.15
106.907,0.59
107.587,-0.96
107.746,-0.24
108.308,1.32
108.448,1.08
112.249,0.69
113.121,0.60
113.999,0.63
115.838,-0.06
118.867,-0.15
119.000,-0.99
119.383,-0.31
119.766,-0.10
120.150,0.02
120.916,0.20
121.299,-0.11
122.065,-0.14
122.448,-0.31
122.658,-0.72
122.822,-0.11
122.987,-0.09
123.316,-1.24
123.645,-1.41
123.842,-0.82
124.040,-0.30
124.237,-0.29
124.434,-0.87
124.632,-0.57
124.829,-0.33
125.026,-1.47
125.224,-0.91
125.619,-1.09
125.816,-0.51
126.013,-1.26
126.211,-0.88
126.605,-2.11
126.803,-2.24
127.000,-1.93
127.197,-0.93
127.395,-1.48
127.592,-2.34
127.789,-1.86
127.987,-0.33
130.000,-0.77
130.239,0.77
130.380,1.75
130.663,-0.05
130.805,0.74
131.087,0.14
131.229,-0.33
131.398,0.18
131.682,-0.41
131.966,0.55
132.251,0.02
132.819,0.36
133.387,-0.42
133.672,0.48
133.956,0.42
134.240,0.37
134.525,0.59
134.809,0.75
135.093,0.89
135.377,0.69
135.662,1.29
136.478,1.01
136.799,1.94
137.039,2.88
137.361,2.15
137.637,2.37
137.913,2.28
137.000,1.77
137.270,2.16
137.540,1.87
137.810,2.28
138.349,2.68
138.889,2.07
139.969,2.20
143.207,2.17
143.747,2.25
144.286,2.38
145.366,1.25
145.905,-0.18
146.445,1.47
150.016,0.70
152.005,-0.51
152.337,-0.55
153.000,-1.81
155.220,2.36
156.023,-0.54
159.235,-0.41
159.770,-0.01
160.038,0.05
160.573,-0.49
160.841,-0.01
161.911,-0.79
162.179,-0.25
162.447,-0.72
162.714,-0.36
162.987,-0.88
163.577,1.61
165.051,1.76
166.231,1.74
168.000,2.22
168.411,1.47
168.822,0.46
169.643,0.41
170.054,0.28
171.004,1.28
171.522,0.09
182.238,1.05
182.624,1.36
183.000,1.40
188.971,-0.14
189.176,-0.45
189.382,0.86
189.588,1.17
189.794,0.70
190.000,1.31
192.087,-0.20
192.783,-1.90
193.130,-1.57
193.478,-1.65
197.652,0.07
198.000,0.58
199.714,1.26
206.571,0.83
210.000,0.45
210.600,0.33
211.200,-0.44
211.800,-0.70
212.400,-0.88
213.000,-0.84
213.600,-1.16
214.200,-1.53
214.800,0.24
220.200,-0.85
221.400,-0.51
222.000,0.18
222.778,0.19
231.000,1.78
232.560,0.76
233.079,0.07
233.599,0.34
237.000,-0.87
237.571,-0.53
238.142,-0.56
238.661,-1.01
239.703,-0.62
240.223,-1.01
240.742,-1.46
241.262,-1.13
241.781,-1.42
242.361,-0.39
243.000,0.51
243.796,0.18
244.595,0.47
245.391,1.04
246.186,1.10
246.982,1.07
247.692,0.88
249.088,0.86
249.784,0.94
250.481,1.68
251.180,1.88
251.877,1.44
253.273,1.55
253.969,1.37
254.665,1.30
255.365,1.31
256.061,1.17
256.757,0.82
257.453,0.81
258.153,0.96
258.771,1.64
259.336,1.19
259.901,1.32
260.465,0.99
261.030,1.06
261.595,1.29
262.160,1.06
262.749,1.38
263.410,0.53
264.071,1.13
264.731,1.91
265.392,1.99
271.750,1.87
272.379,2.24
273.011,2.04
273.644,2.33
274.276,2.24
274.908,1.79
276.169,2.18
274.000,1.96
275.113,2.27
276.226,1.89
277.344,1.56
278.457,1.33
279.575,1.05
280.644,0.89
281.674,1.06
282.699,0.73
283.730,0.53
284.755,1.14
285.785,0.37
286.827,0.76
288.000,0.56
288.539,-0.32
289.079,0.23
289.620,0.95
290.160,0.19
290.651,0.60
291.089,1.35
291.528,1.29
291.966,0.59
292.405,1.25
293.282,0.54
293.720,0.37
294.159,0.87
294.597,0.55
295.061,0.84
295.550,0.69
296.036,0.90
296.525,1.27
297.503,1.42
297.992,0.76
298.480,1.56
298.969,1.15
299.458,0.07
299.947,1.02
300.436,0.59
300.925,0.90
301.149,1.11
302.391,1.50
302.661,0.80
302.880,0.93
303.165,0.52
303.369,0.87
303.669,0.77
303.858,-0.07
304.173,0.42
304.347,0.40
304.677,0.53
304.778,0.14
305.181,0.38
305.587,1.23
305.990,1.55
306.396,1.71
306.693,1.19
306.801,1.07
307.197,1.07
307.205,0.96
307.701,0.95
307.779,0.94
308.477,0.26
308.709,0.71
309.213,0.18
309.717,0.52
309.871,0.33
310.221,0.04
310.569,-0.32
310.725,0.51
311.229,-0.03
311.264,0.31
311.733,-0.52
312.131,-0.94
312.237,-0.78
312.741,-0.41
313.116,-0.31
313.245,-0.73
313.749,-0.33
314.104,-0.35
314.253,-0.29
314.757,0.62
315.089,-0.25
315.261,-0.19
315.765,1.44
316.077,0.74
316.773,1.25
316.803,1.14
317.277,1.39
317.496,1.18
318.186,0.85
318.789,1.13
318.877,0.81
319.293,0.78
319.633,0.20
319.797,0.51
320.301,0.58
320.434,0.38
320.921,0.37
321.364,0.57
321.810,0.46
322.254,0.46
322.317,-0.35
322.697,-0.03
322.821,-0.15
323.143,-0.12
323.325,-0.14
323.587,-0.38
323.829,-0.66
324.000,-0.76
324.687,-0.68
325.374,-0.63
325.728,-0.59
326.061,-0.78
326.748,-0.22
326.768,-0.71
327.429,-0.84
327.809,-0.78
328.116,-0.97
328.803,-0.72
329.490,-0.97
330.177,-1.22
331.119,-1.17
332.092,-1.64
333.070,-1.52
334.049,-1.35
336.000,-0.76
336.199,-0.24
336.400,-1.55
336.600,-0.58
336.800,-0.51
337.000,-1.24
337.199,-1.31
337.800,0.58
338.000,1.01
342.384,1.95
342.885,2.05
343.386,1.66
343.887,1.89
344.388,1.74
344.889,1.29
345.390,0.91
345.891,1.03
346.392,1.33
347.395,1.65
347.896,1.81
348.397,1.61
349.399,2.02
349.900,1.73
350.401,1.76
350.902,1.91
351.904,1.47
352.405,1.62
353.407,2.14
354.409,1.81
354.910,2.05
355.411,1.28
355.912,1.48
356.413,1.62
356.914,0.85
357.415,1.07
357.916,1.48
358.418,1.46
358.919,1.42
359.420,0.99
359.921,1.26
360.422,1.03
360.923,1.19
361.424,1.30
361.925,0.75
362.426,0.81
362.927,0.84
363.428,0.40
363.929,0.64
364.430,0.83
364.931,0.05
365.933,1.17
366.434,1.54
366.935,1.58
367.436,1.68
368.939,1.58
369.441,1.60
369.942,1.05
370.443,1.06
370.944,1.13
371.445,1.24
371.946,0.71
372.447,0.48
372.948,0.88
373.449,0.24
373.950,0.43
374.451,-0.04
374.952,0.91
375.453,1.10
375.954,0.28
376.455,0.60
376.956,-0.48
377.457,-0.62
377.958,-0.58
378.459,-0.14
378.960,1.58
379.461,1.32
380.463,0.23
392.489,-0.33
393.491,-0.38
393.992,-0.51
394.493,-0.39
394.994,-0.45
395.495,-0.36
395.996,-0.46
396.497,-0.63
396.998,-0.14
397.499,-0.78
398.000,-0.63
400.000,-1.02
402.000,0.71
402.700,-0.01
404.100,-0.10
404.800,0.04
405.500,-0.31
406.200,-0.71
414.600,0.21
416.000,0.39
417.143,0.07
418.286,-0.08
419.429,0.01
424.000,0.29
435.429,0.27
436.571,0.26
437.714,-0.37
438.857,-0.49
440.000,1.22
440.656,-0.84
441.311,-0.85
441.967,-0.80
442.623,-0.05
443.279,0.72
445.246,1.61
445.902,1.35
446.557,1.02
447.213,0.86
447.869,0.77
448.525,0.92
449.836,1.81
450.492,1.64
451.148,1.39
451.803,1.22
452.459,0.96
453.115,0.52
453.770,0.44
454.426,1.63
455.082,1.49
455.738,1.69
456.393,2.01
457.049,1.96
457.705,1.41
458.361,1.90
459.016,0.53
459.672,0.88
460.328,0.85
462.295,1.52
462.951,1.76
463.607,0.94
464.918,0.79
465.574,0.28
466.230,0.02
466.885,0.57
467.541,1.00
468.852,-0.43
469.508,-0.70
470.164,-0.68
470.820,-0.52
471.475,-0.49
471.820,-0.43
472.131,-0.73
472.446,-0.40
472.787,-0.48
473.075,-0.30
473.443,-0.16
473.702,-0.07
474.098,-0.13
474.328,0.45
474.754,-0.35
474.954,-0.08
475.410,0.65
475.584,0.66
476.066,0.47
476.210,0.84
476.721,0.79
476.836,0.82
477.462,0.71
478.033,0.45
478.092,0.65
478.689,0.62
478.718,0.22
479.344,-0.02
480.000,-0.18
480.105,0.00
481.000,-0.89
481.210,-0.28
482.000,-0.93
482.315,-0.41
483.000,-0.25
483.470,-0.86
484.000,-0.82
484.645,-0.73
485.000,-0.86
486.000,-0.45
487.990,-0.27
490.000,-0.44
492.000,-0.56
492.537,-1.04
493.556,-1.16
494.364,-0.71
495.111,-0.95
501.333,-1.22
502.889,-0.83
504.444,-0.26
506.000,0.19
506.459,0.53
506.919,0.71
507.378,0.45
507.838,0.32
508.297,0.31
508.757,0.31
509.216,0.64
509.676,0.29
510.135,0.44
510.595,0.32
511.054,0.73
511.514,0.82
511.973,0.78
512.432,0.47
513.811,0.61
514.270,0.67
514.730,0.14
515.189,0.27
515.649,0.11
517.027,-0.34
517.486,-0.12
517.946,-0.20
518.405,-0.21
518.865,-0.43
520.243,-0.08
520.703,0.01
521.162,0.29
521.622,-0.12
522.081,-0.09
522.541,-0.65
523.000,-0.62
524.200,-0.43
526.600,-0.45
529.000,0.56
529.400,0.51
529.800,0.39
530.200,0.60
530.600,0.73
531.000,0.31
531.400,1.36
531.800,1.17
532.200,0.73
533.000,0.81
537.000,-0.66
538.000,-0.35
540.000,-0.23
541.000,1.79
541.400,1.69
541.800,0.99
542.200,0.85
542.600,0.43
543.000,1.52
543.400,1.13
543.800,0.85
544.200,0.71
544.600,0.87
545.000,0.87
545.800,0.91
546.200,0.39
546.600,0.00
547.000,0.49
547.400,0.39
547.800,-0.33
548.200,-0.42
548.600,-0.45
549.000,-0.26
549.750,-0.59
550.500,-0.52
551.250,-0.62
552.000,-0.76
556.000,0.48
559.000,0.35
560.500,0.20
562.000,0.77
563.500,0.83
565.000,0.59
566.500,0.39
568.000,0.49
569.500,-0.05
571.000,0.14
572.500,0.07
574.000,-0.47
575.000,-0.88
576.000,-0.53
577.000,-1.04
578.000,-1.22
579.000,-1.45
580.000,-1.92
581.000,-0.41
582.000,-0.49
583.500,-1.52
585.000,0.00
586.000,-0.46
586.500,0.22
587.000,-0.17
587.500,-0.30
588.000,0.37
588.500,-0.26
589.000,0.00
589.500,-0.06
590.000,-0.65
591.000,-0.25
592.500,0.85
593.000,0.73
594.000,-0.65
594.500,0.57
594.750,0.31
595.000,0.46
596.333,-1.34
597.000,-0.03
597.667,-0.76
598.000,-0.78
598.333,-1.67
599.000,-1.23
599.667,-0.36
600.333,-1.23
601.000,1.37
602.944,-0.23
603.722,0.21
604.500,0.13
604.889,0.91
605.083,0.95
605.278,0.55
606.833,-0.30
607.028,-0.10
607.222,0.69
607.611,-0.05
608.000,-0.72
609.154,-0.58
610.308,-0.61
610.885,-1.06
611.462,-1.36
612.615,-1.49
613.769,-1.25
614.923,-1.54
616.077,-0.33
618.385,-2.03
619.538,-0.93
620.692,-3.61
621.846,-2.67
622.423,-2.66
623.000,-2.18
625.368,0.46
626.158,0.10
626.553,0.50
626.947,-0.12
627.737,-0.30
629.316,0.46
630.105,1.14
630.500,0.56
630.895,0.40
631.684,1.43
633.263,0.74
634.053,0.90
634.447,1.03
634.842,1.34
635.632,0.83
637.211,0.12
638.000,1.09
643.333,-1.44
644.000,-1.23
646.556,-0.02
647.333,1.22
649.278,1.64
650.833,-1.43
651.222,1.16
652.000,1.12
652.929,0.98
653.393,1.81
653.857,1.54
654.786,0.55
655.714,1.23
656.643,1.37
657.571,0.33
658.036,2.01
659.429,2.06
660.357,2.02
661.286,1.34
662.214,1.33
662.679,1.93
663.143,1.59
664.071,2.03
665.000,1.83
666.600,1.15
667.000,0.49
668.200,-1.03
669.000,0.27
671.000,1.95
671.390,0.57
672.171,1.52
672.951,1.87
673.732,1.19
674.512,0.83
674.902,1.77
675.293,1.37
676.073,1.38
676.854,0.67
677.634,0.64
678.415,1.79
678.805,1.87
679.195,1.42
679.976,1.28
680.756,1.73
682.317,1.18
682.707,1.78
683.098,0.81
683.878,1.40
684.659,1.48
685.439,0.77
686.220,0.88
686.610,0.54
687.000,0.06
687.632,-0.86
688.263,-0.85
688.895,-1.22
689.526,-1.15
689.842,-1.05
690.158,-1.28
690.789,-1.04
691.421,-1.86
692.053,-1.42
692.684,-2.07
693.000,-0.64
693.377,-1.10
694.132,-1.25
694.886,-1.15
695.641,-0.76
696.395,-1.62
696.773,0.15
697.150,-1.07
697.904,-1.88
698.659,0.94
699.413,0.80
700.168,1.14
700.545,1.06
700.922,0.93
702.431,1.13
704.318,0.72
708.090,0.83
711.184,1.72
717.121,1.17
719.166,1.69
720.988,1.81
721.218,1.89
722.758,2.32
723.271,2.47
724.580,2.61
725.323,2.01
727.375,0.48
729.427,0.07
731.480,0.66
733.532,0.56
735.584,0.28
737.636,0.78
739.866,0.28
742.318,0.64
744.774,1.80
747.230,2.26
749.682,1.78
752.138,1.83
754.594,2.03
757.046,1.82
759.502,1.20
761.958,1.60
764.191,1.33
766.394,0.36
768.597,-0.06
770.797,0.78
773.000,-0.38
775.318,-0.21
776.782,0.08
777.548,-0.26
778.687,0.02
779.664,-0.04
780.593,-0.14
781.783,-0.16
782.502,-0.32
783.899,-0.80
784.407,-0.43
786.014,-0.56
786.312,-0.48
787.895,-0.91
788.221,-0.43
792.000,-0.57
794.760,0.18
796.194,0.02
797.727,0.58
802.067,1.93
803.462,2.36
804.858,2.27
806.254,2.21
809.045,2.22
810.440,1.60
811.836,1.46
813.231,1.41
814.627,0.43
816.022,1.13
817.418,1.30
818.813,1.42
820.209,1.00
821.604,0.83
823.000,-0.12
825.750,0.28
828.500,-0.38
831.250,-1.11
834.000,0.68
838.500,-0.15
839.250,1.18
840.000,-0.29
840.880,-0.42
841.600,-0.47
842.400,-1.20
843.200,-1.58
844.000,-0.67
845.000,0.24
846.000,0.95
847.000,-0.14
847.328,0.47
848.000,-0.10
849.046,-0.58
851.890,-1.46
860.412,-0.39
863.000,-0.70
867.335,1.43
868.780,1.27
870.178,1.46
871.579,2.90
872.976,2.31
874.374,2.52
877.172,2.07
878.570,1.92
879.971,0.61
886.965,0.79
890.263,2.02
892.116,2.36
893.940,1.63
895.433,1.47
896.925,1.54
898.418,1.55
903.123,0.86
904.704,1.35
906.285,1.26
907.866,1.23
909.447,1.45
911.028,1.70
912.609,1.03
914.190,0.86
915.771,1.61
917.352,1.55
918.933,1.22
920.514,1.78
922.095,1.77
923.676,1.46
925.257,0.57
926.838,1.45
928.419,0.24
930.000,0.91
932.800,-0.59
935.600,-0.86
937.000,-0.79
938.571,-0.37
940.143,1.12
941.714,1.11
943.286,0.64
944.857,-0.02
946.429,0.96
948.000,0.07
951.667,-0.37
953.500,0.14
955.333,-1.11
959.000,0.28
962.500,1.53
966.000,1.72
969.500,1.58
973.000,0.94
974.000,1.78
975.000,1.30
979.000,0.44
982.500,1.26
986.000,1.91
989.500,1.51
993.000,1.06
994.750,-0.71
998.250,-0.77
1000.000,-0.16
1002.000,0.81
1004.000,1.30
1006.000,0.52
1008.000,0.79
1010.000,0.87
1012.000,0.62
1014.000,0.03
1016.000,0.05
1018.000,1.61
1020.000,0.59
1020.800,0.67
1021.600,-1.11
1023.200,-1.38
1024.000,-0.13
1029.250,1.21
1034.500,1.25
1039.750,1.16
1045.000,1.09
1048.000,0.24
1051.000,1.97
1052.333,2.17
1053.667,1.17
1055.000,1.08
1056.333,1.63
1057.667,0.93
1059.000,0.44
1060.333,1.66
1061.667,1.03
1061.933,1.73
1062.200,1.18
1062.467,0.83
1062.733,0.78
1063.000,0.74
1063.371,0.94
1063.743,0.80
1064.114,0.81
1064.486,0.51
1064.857,0.78
1065.229,0.41
1065.971,-1.11
1066.343,-0.99
1066.714,-0.86
1067.829,-1.12
1068.200,-1.80
1068.571,-0.53
1068.943,-0.60
1070.057,-1.93
1071.914,-3.33
1072.286,-1.09
1072.657,-2.02
1073.029,-1.81
1073.400,-2.34
1073.771,-2.20
1074.143,-1.22
1074.514,-0.74
1074.886,-0.44
1075.257,-0.41
1076.000,-0.13
1076.478,0.52
1076.957,0.39
1077.435,0.67
1077.913,0.20
1078.391,0.89
1078.870,0.29
1079.348,0.69
1079.826,0.75
1080.783,1.09
1081.261,0.74
1081.739,0.18
1082.217,0.99
1083.174,0.79
1084.130,0.09
1084.609,-0.20
1085.087,0.61
1085.565,1.42
1086.043,1.19
1086.522,1.13
1087.000,-0.07
1087.399,0.13
1087.797,-0.44
1088.595,0.37
1088.993,0.21
1089.392,0.30
1089.790,-0.21
1090.189,-0.31
1090.588,-0.16
1090.986,-0.36
1091.385,-0.32
1091.784,-0.88
1092.182,-0.01
1092.545,0.56
1092.908,0.19
1093.274,0.50
1093.637,0.52
1094.000,0.80
1094.305,1.15
1094.614,1.39
1094.919,1.34
1095.224,1.12
1095.529,1.49
1095.834,1.31
1096.139,1.51
1096.445,1.58
1096.750,0.89
1097.055,1.35
1097.360,1.56
1097.665,1.43
1097.970,1.61
1098.276,1.51
1098.581,1.40
1098.886,1.45
1099.191,1.17
1099.496,1.43
1099.801,1.51
1101.273,1.39
1112.950,0.72
1114.442,-1.15
1115.904,-0.68
1117.578,0.24
1119.258,1.14
1120.934,1.25
1122.601,1.19
